TICK: 000107 | PC: 00019 | STEP: 1 | IR: if 34 | A: 13 | AR: 12 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [100] | RS: [10] | MEM: - | LATCH: ALU.left | OUT: 'Hello, worl' | if.test
TICK: 000108 | PC: 00024 | STEP: 0 | IR: if 34 | A: 13 | AR: 12 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [100] | RS: [10] | MEM: - | LATCH: PC | OUT: 'Hello, worl' | if.branch
TICK: 000109 | PC: 00024 | STEP: 1 | IR: store 31999 | A: 13 | AR: 31999 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [100] | RS: [10] | MEM: - | LATCH: AR | OUT: 'Hello, worl' | store.addr 31999
TICK: 000110 | PC: 00029 | STEP: 0 | IR: store 31999 | A: 13 | AR: 31999 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [] | RS: [10] | MEM: write mem[31999] <- 100 | LATCH: OUT,PC | OUT: 'Hello, world' | store.write
TICK: 000111 | PC: 00017 | STEP: 0 | IR: jmp 17 | A: 13 | AR: 31999 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [] | RS: [10] | MEM: - | LATCH: PC | OUT: 'Hello, world' | jmp 17
TICK: 000112 | PC: 00017 | STEP: 1 | IR: a_load_+ | A: 13 | AR: 13 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [] | RS: [10] | MEM: - | LATCH: AR | OUT: 'Hello, world' | aload.addr
TICK: 000113 | PC: 00017 | STEP: 2 | IR: a_load_+ | A: 13 | AR: 13 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [33] | RS: [10] | MEM: read mem[13] | LATCH: DS.push | OUT: 'Hello, world' | aload.read
TICK: 000114 | PC: 00018 | STEP: 0 | IR: a_load_+ | A: 14 | AR: 13 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [33] | RS: [10] | MEM: - | LATCH: A,PC | OUT: 'Hello, world' | aload.increment
TICK: 000115 | PC: 00019 | STEP: 0 | IR: dup | A: 14 | AR: 13 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [33, 33] | RS: [10] | MEM: - | LATCH: DS.dup,PC | OUT: 'Hello, world' | dup
TICK: 000116 | PC: 00019 | STEP: 1 | IR: if 34 | A: 14 | AR: 13 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [33] | RS: [10] | MEM: - | LATCH: ALU.left | OUT: 'Hello, world' | if.test
TICK: 000117 | PC: 00024 | STEP: 0 | IR: if 34 | A: 14 | AR: 13 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [33] | RS: [10] | MEM: - | LATCH: PC | OUT: 'Hello, world' | if.branch
TICK: 000118 | PC: 00024 | STEP: 1 | IR: store 31999 | A: 14 | AR: 31999 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [33] | RS: [10] | MEM: - | LATCH: AR | OUT: 'Hello, world' | store.addr 31999
TICK: 000119 | PC: 00029 | STEP: 0 | IR: store 31999 | A: 14 | AR: 31999 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [] | RS: [10] | MEM: write mem[31999] <- 33 | LATCH: OUT,PC | OUT: 'Hello, world!' | store.write
TICK: 000120 | PC: 00017 | STEP: 0 | IR: jmp 17 | A: 14 | AR: 31999 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [] | RS: [10] | MEM: - | LATCH: PC | OUT: 'Hello, world!' | jmp 17
TICK: 000121 | PC: 00017 | STEP: 1 | IR: a_load_+ | A: 14 | AR: 14 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [] | RS: [10] | MEM: - | LATCH: AR | OUT: 'Hello, world!' | aload.addr
TICK: 000122 | PC: 00017 | STEP: 2 | IR: a_load_+ | A: 14 | AR: 14 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [0] | RS: [10] | MEM: read mem[14] | LATCH: DS.push | OUT: 'Hello, world!' | aload.read
TICK: 000123 | PC: 00018 | STEP: 0 | IR: a_load_+ | A: 15 | AR: 14 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [0] | RS: [10] | MEM: - | LATCH: A,PC | OUT: 'Hello, world!' | aload.increment
TICK: 000124 | PC: 00019 | STEP: 0 | IR: dup | A: 15 | AR: 14 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [0, 0] | RS: [10] | MEM: - | LATCH: DS.dup,PC | OUT: 'Hello, world!' | dup
TICK: 000125 | PC: 00019 | STEP: 1 | IR: if 34 | A: 15 | AR: 14 | NZ: 00 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [0] | RS: [10] | MEM: - | LATCH: ALU.left | OUT: 'Hello, world!' | if.test
TICK: 000126 | PC: 00034 | STEP: 0 | IR: if 34 | A: 15 | AR: 14 | NZ: 01 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [0] | RS: [10] | MEM: - | LATCH: PC | OUT: 'Hello, world!' | if.branch
TICK: 000127 | PC: 00035 | STEP: 0 | IR: drop | A: 15 | AR: 14 | NZ: 01 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [] | RS: [10] | MEM: - | LATCH: PC | OUT: 'Hello, world!' | drop
TICK: 000128 | PC: 00040 | STEP: 0 | IR: literal 0 | A: 15 | AR: 14 | NZ: 01 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [0] | RS: [10] | MEM: - | LATCH: DS.push,PC | OUT: 'Hello, world!' | literal 0
TICK: 000129 | PC: 00041 | STEP: 0 | IR: drop | A: 15 | AR: 14 | NZ: 01 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [] | RS: [10] | MEM: - | LATCH: PC | OUT: 'Hello, world!' | drop
TICK: 000130 | PC: 00046 | STEP: 0 | IR: literal 0 | A: 15 | AR: 14 | NZ: 01 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [0] | RS: [10] | MEM: - | LATCH: DS.push,PC | OUT: 'Hello, world!' | literal 0
TICK: 000131 | PC: 00010 | STEP: 0 | IR: return | A: 15 | AR: 14 | NZ: 01 | IE: 1 | PENDING: 0 | IN_INTR: 0 | DS: [0] | RS: [] | MEM: - | LATCH: PC | OUT: 'Hello, world!' | return
